material_id,formula,utility_tier,predicted_latent_bandgap_eV,stage1_score,energy_above_hull,is_dark_matter
mp-1215834,YbSm2CuS5,Tier 2 (Exotic),1.1805347,1.1805347204208374,0.0,True
mp-1223282,KSr(BiO3)2,Tier 1 (Standard),1.2559049,1.1804190994952128,0.020034906750005,True
mp-1120730,K3(CuS)4,Tier 1 (Standard),1.1841254,1.180236449821192,0.001094752727273,True
mp-765152,Ca11Tl9O24,Tier 1 (Standard),1.2016201,1.1801770463326575,0.005948373522723,True
mp-768653,Li3Fe2P2(CO7)2,Tier 1 (Standard),1.3662754,1.1793278981865876,0.045610015733699,True
mp-1227606,BaSrYTlCu2O7,Tier 1 (Standard),1.2317653,1.1790104495397398,0.014276210456729,True
mp-1105271,MnBiO3,Tier 1 (Standard),1.276945,1.178586691612167,0.025675421600012,True
mp-510370,CsAlCuF6,Tier 1 (Standard),1.1783392,1.1783392429351807,0.0,True
mp-1113936,Rb2HgRuF6,Tier 1 (Standard),1.2882913,1.1781397508173872,0.028500692166666,True
mp-998152,TlAgF3,Tier 1 (Standard),1.2385077,1.1779176586342797,0.016307282999999,True
mp-30207,La3GaBr3,Tier 2 (Exotic),1.1779082,1.177908182144165,0.0,True
mp-774502,NbSb3(PO4)6,Tier 3 (Refractory),1.3025719,1.176872354437256,0.032167012303849,True
mp-29315,Sc7(CCl5)2,Tier 1 (Standard),1.1917878,1.176450714023168,0.004289668684201,True
mp-1079993,ThAgPO,Tier 4 (Extreme),1.2203798,1.176429296000756,0.012004604999999,True
mp-761779,K9(WO3)20,Tier 3 (Refractory),1.1763588,1.1763588190078735,0.0,True
mp-1215432,YbTmSe2,Tier 2 (Exotic),1.1761193,1.176119327545166,0.0,True
mp-780788,MnFe3Ni2(PO4)6,Tier 1 (Standard),1.3203837,1.176032953414499,0.036441608611112,True
mp-1227084,CaGdS2,Tier 2 (Exotic),1.2703099,1.175174541083014,0.024963825,True
mp-11174,K2IrF6,Tier 1 (Standard),1.1749321,1.1749321222305298,0.0,True
mp-715557,W3O8,Tier 3 (Refractory),1.2083501,1.1746190404086125,0.009304980681818,True
mp-1205836,Ba2LuMoO6,Tier 3 (Refractory),1.1737376,1.173737645149231,0.0,True
mp-19770,Fe2O3,Tier 1 (Standard),1.1732178,1.1732177734375,0.0,True
mp-555934,VF2,Tier 1 (Standard),1.1731498,1.173149824142456,0.0,True
mp-759111,LiMn2F7,Tier 1 (Standard),1.2563621,1.1730662282108226,0.022099746999993,True
mp-1223274,La2Bi2S4OF,Tier 2 (Exotic),1.3662114,1.1730273080704634,0.047133775499995,True
mp-1205757,Rb2MoBr6,Tier 3 (Refractory),1.1728065,1.1728065013885498,0.0,True
mp-621928,LiEu(SO4)2,Tier 2 (Exotic),1.1726893,1.1726893186569214,0.0,True
mp-1205669,Ba2YMoO6,Tier 3 (Refractory),1.1722887,1.1722886562347412,0.0,True
